date,message
2016-01-18 11:34:18,"Dr. Sefurhjástelpu named the group Bústaðarpep."
2016-01-22 12:23:09,"Dr. Poop Connoisseur named the group Bústaðarpepsi."
2016-01-22 12:24:02,"Dr. Vöðvar 'Yummy SlummyTyppagat'Cheesehater🧀 named the group BústaðarEynvidurstfu."
2016-01-22 12:24:41,"Dr. Poop Connoisseur named the group BústaðarWowsorude."
2016-01-22 15:31:28,"Dr. Salir named the group Bústaðar S A D B O Y S."
2016-02-24 12:18:03,"Dr. Poop zza named the group Bústaðar L A D B O Y S."
2016-02-24 12:20:15,"Dr. Helmingur á þakinu (Nerd) named the group Bústaðar L U N K B O I S."
2016-02-24 12:25:37,"Dr. Poop zza named the group Boozestaðar L U N K B O I S."
2016-02-24 12:25:37,"Dr. Helmingur á þakinu (Nerd) named the group Boozestaðar L U N K B O I S."
2016-04-30 20:24:37,"Dr. Cardi-O Grafíkman named the group Boozestaðar D R U N K B O I S."
2016-05-06 14:36:19,"Dr. Aggressive Giggi Gúrka Wincest named the group Boozestaðar P E P S I B O Y S."
2016-05-06 15:05:13,"Dr. Poop zza named the group Boozestaðar C O K E B O Y S."
2016-05-07 21:31:43,"Dr. Sefurhjástelpu named the group Bústaður confirmed 20-22."
2016-05-19 18:33:22,"Dr. Cardi-O Grafíkman named the group Bústaður omg guys!! Only 1 day."
2016-05-20 00:27:39,"Dr. Double Digit Big Bucks Boner Maker named the group BÚSTAÐUR Í DAG WOOT WOOT."
2016-05-21 01:23:06,"Dr. Double Digit Big Bucks Boner Maker named the group Lara Croft: Tomb Raider."
2016-05-21 01:23:51,"Dr. Cardi-O Grafíkman named the group Harry Potter: Spoder shizzle."
2016-05-21 01:30:06,"Dr. Double Digit Big Bucks Boner Maker named the group The Lord Of The Rings: The Tomb Towers."
2016-05-21 01:30:31,"Dr. Cardi-O Grafíkman named the group The Lord Of The Rings: The Tomb Towers 2."
2016-05-21 01:30:59,"Dr. Double Digit Big Bucks Boner Maker named the group The Lord Of The Rings: The Tomb Towers."
2016-05-21 01:35:07,"Dr. Double Digit Big Bucks Boner Maker named the group Mústaðut."
2016-05-21 01:35:14,"Dr. Double Digit Big Bucks Boner Maker named the group Mústaður."
2016-05-31 22:47:30,"Dr. Aggressive Giggi Gúrka Wincest named the group Mústaður 6.ágúst."
2016-05-31 22:48:50,"Dr. Cardi-O Grafíkman named the group Músetaður 6.ágúst."
2016-07-08 10:17:25,"Dr. Doobeasy named the group Músetaður 5-7.ágúst."
2016-07-24 20:05:00,"Dr. Poop Connoisseur named the group Músetaður 5-7.ágúst - Hjalli Legend."
2016-08-15 14:35:36,"Dr. Poop Connoisseur named the group Músetaður 5-7.ágúst - If harambe🐒👼🏾 and my girl👸😍 both drowning😱🌊 and I can only save one😤😬."
2016-08-15 21:38:50,"Dr. Vöðvar 'Yummy SlummyTyppagat'Cheesehater🧀 named the group Músetaður 5-7.ágúst Þetta nafn var aids."
2016-08-18 15:02:13,"Dr. Cardi-O Grafíkman named the group Back 2 school bois."
2016-08-24 13:29:20,"Dr. Cardi-O Grafíkman named the group Back 2 shape bois."
2016-09-14 15:44:36,"Dr. Poop Connoisseur named the group Shape 2 back bois."
2016-10-09 22:48:05,"Dr. Helmingur á þakinu (Nerd) named the group Hard in the paint bois."
2016-10-13 13:26:01,"Dr. Poop zza named the group Hard in the delet."
2016-10-15 18:01:35,"Dr. Cardi-O Grafíkman named the group Hard in the paint."
2016-10-28 00:31:13,"Dr. Cardi-O Grafíkman named the group Hard in the rock."
2016-10-28 09:29:19,"Dr. Sefurhjástelpu named the group Jólabústaður."
2016-11-26 21:51:19,"Dr. Vöðvar 'Yummy SlummyTyppagat'Cheesehater🧀 named the group Jólabústaður ( ͡° ͜ʖ ͡°)."
2016-12-06 10:44:20,"Dr. Helmingur á þakinu (Nerd) named the group JólaSwissMiss ( ͡° ͜ʖ ͡°)."
2016-12-06 10:44:49,"Dr. Cardi-O Grafíkman named the group JólaSwissMiss ☕️ ( ͡° ͜ʖ ͡°)."
2016-12-10 01:21:52,"Dr. Doobeasy named the group Getter?MoreLikeShitter ( ͡° ͜ʖ ͡°)."
2016-12-10 01:34:09,"Dr. Helmingur á þakinu (Nerd) named the group Ægir? More like Faggit #noboozesteð ( ͡° ͜ʖ ͡°)."
2016-12-11 17:50:09,"Dr. Double Digit Big Bucks Boner Maker named the group Bústaður? smh."
2016-12-14 19:48:02,"Dr. Sefurhjástelpu named the group Bústaður? 27-29."
2016-12-14 19:48:18,"Dr. Doobeasy named the group Bústaður - 27-29."
2016-12-14 19:48:31,"Dr. Doobeasy named the group Bústaður 27-29."
2016-12-19 11:20:28,"Dr. Helmingur á þakinu (Nerd) named the group Cuckstaður 27-29."
2016-12-25 15:21:00,"Dr. Helmingur á þakinu (Nerd) named the group Cuckstaður Núna-29."
2016-12-26 20:06:52,"Dr. Sefurhjástelpu named the group Well gg."
2016-12-26 23:17:17,"Dr. Vöðvar 'Yummy SlummyTyppagat'Cheesehater🧀 named the group Lausir í brunch 28?"
2016-12-28 15:21:43,"You named the group Imo Tbh Rip Brauð."
